Iterations,continuity,x-velocity,y-velocity,z-velocity,energy,k,epsilon
32,0.0263721,0.00044062,0.000498233,0.000215649,6.78352e-05,0.00162353,0.0169162
33,0.0253785,0.000418249,0.000473724,0.00020635,6.3271e-05,0.00155376,0.0159735
34,0.0244226,0.000397662,0.000450754,0.000196187,5.90473e-05,0.00149106,0.0151742
35,0.0235053,0.000377161,0.00042831,0.000187064,5.5007e-05,0.0014351,0.0144831
36,0.0225914,0.000357902,0.00040672,0.00017766,5.12474e-05,0.00138679,0.0139016
37,0.0216733,0.000339517,0.000385735,0.00016804,4.77089e-05,0.00134521,0.0134424
38,0.0207684,0.000321283,0.000365027,0.000159442,4.45104e-05,0.00130099,0.0130412
39,0.0199332,0.000305608,0.000346142,0.000149673,4.15839e-05,0.00126693,0.0127333
40,0.0190935,0.000289813,0.000327752,0.000141234,3.88854e-05,0.00123382,0.0125196
41,0.0182734,0.000275285,0.000310709,0.000133032,3.65156e-05,0.00120067,0.0123614
42,0.0174892,0.000262074,0.000294597,0.000124989,3.45016e-05,0.00116561,0.0122434
43,0.0167663,0.000249629,0.000279985,0.000117969,3.2764e-05,0.00112887,0.0121089
44,0.0160629,0.0002381,0.000266756,0.000111969,3.12763e-05,0.00109421,0.0119632
45,0.0154559,0.000227707,0.000254785,0.00010619,2.99814e-05,0.0010632,0.0118084
46,0.0148979,0.000218183,0.000243685,0.000101066,2.87724e-05,0.00103834,0.0116706
47,0.0143799,0.000209599,0.000233416,9.66901e-05,2.76848e-05,0.00101448,0.0115202
48,0.0138528,0.000201086,0.000223628,9.29224e-05,2.65976e-05,0.000996507,0.0113503
49,0.0133144,0.000193368,0.000214721,8.95712e-05,2.55595e-05,0.000974503,0.0111067
50,0.0128619,0.000186087,0.000206291,8.66056e-05,2.44849e-05,0.000946254,0.0108136
51,0.0124451,0.000178959,0.000198011,8.40284e-05,2.33184e-05,0.000911887,0.0104819
52,0.0120852,0.000172568,0.000190014,8.1592e-05,2.16955e-05,0.000871421,0.0100909
53,0.0117138,0.000166176,0.000182065,7.92413e-05,2.06292e-05,0.00082747,0.00964768
54,0.0113168,0.000159656,0.00017423,7.69457e-05,1.91576e-05,0.000780698,0.00917502
55,0.0109288,0.000153479,0.000166732,7.43352e-05,1.81054e-05,0.000735061,0.00867825
56,0.010555,0.000147332,0.000159298,7.15492e-05,1.7122e-05,0.00069193,0.00817398
57,0.0101743,0.000141344,0.000152295,6.86771e-05,1.62278e-05,0.000652021,0.00766441
58,0.00979588,0.000135742,0.000145815,6.56157e-05,1.54644e-05,0.000616172,0.0071735
59,0.00943397,0.000130417,0.000140006,6.24959e-05,1.49075e-05,0.000586195,0.00674483
60,0.00907799,0.000125248,0.000134746,5.95862e-05,1.45003e-05,0.000558723,0.0063552
61,0.00874907,0.000120611,0.000130432,5.6646e-05,1.39965e-05,0.000535634,0.00602405
62,0.00845155,0.000116344,0.000126532,5.39642e-05,1.39224e-05,0.00051741,0.00575828
63,0.00817003,0.000112247,0.000122996,5.17943e-05,1.39163e-05,0.000503318,0.00553797
64,0.00791672,0.000108721,0.000120052,4.97789e-05,1.36908e-05,0.000493367,0.00535263
65,0.0076955,0.000105433,0.000117254,4.80979e-05,1.35499e-05,0.00048612,0.00521039
66,0.00748509,0.00010235,0.000114561,4.68447e-05,1.34761e-05,0.000480864,0.00510102
67,0.00730953,9.96092e-05,0.00011204,4.59201e-05,1.34119e-05,0.000475446,0.00500104
68,0.0071607,9.72143e-05,0.000109714,4.50375e-05,1.33361e-05,0.0004696,0.00490677
69,0.0070276,9.49347e-05,0.00010738,4.44966e-05,1.34172e-05,0.000462627,0.00481923
70,0.00691712,9.30769e-05,0.000105212,4.39726e-05,1.33101e-05,0.000458565,0.00475937
71,0.00678837,9.10919e-05,0.00010286,4.37424e-05,1.31413e-05,0.000453027,0.0046994
72,0.006685,8.95584e-05,0.000100832,4.34354e-05,1.29708e-05,0.000447465,0.00464849
73,0.00659147,8.79598e-05,9.8626e-05,4.3268e-05,1.28142e-05,0.000441821,0.00460838
74,0.00649978,8.65292e-05,9.65912e-05,4.32019e-05,1.2817e-05,0.000435752,0.00455719
75,0.00641638,8.52017e-05,9.46822e-05,4.30625e-05,1.25939e-05,0.000429346,0.00448912
76,0.00633928,8.38856e-05,9.27702e-05,4.28291e-05,1.23596e-05,0.000423876,0.00441115
77,0.00626344,8.25011e-05,9.09431e-05,4.2575e-05,1.21011e-05,0.000417122,0.00432269
78,0.00619701,8.12098e-05,8.92858e-05,4.21763e-05,1.18608e-05,0.000411437,0.00423396
79,0.00611723,7.97567e-05,8.7454e-05,4.17513e-05,1.16084e-05,0.000404771,0.00414525
80,0.0060274,7.84125e-05,8.59124e-05,4.11998e-05,1.13489e-05,0.000398626,0.00406164
81,0.00593897,7.70904e-05,8.43788e-05,4.05853e-05,1.10975e-05,0.000393232,0.00399317
82,0.00583998,7.57369e-05,8.28561e-05,3.99446e-05,1.08493e-05,0.000388705,0.00393389
83,0.00574499,7.43626e-05,8.14073e-05,3.93217e-05,1.05944e-05,0.000382659,0.00386788
84,0.00565274,7.30976e-05,8.00835e-05,3.86124e-05,1.03509e-05,0.000376944,0.00380144
85,0.00556151,7.17903e-05,7.86988e-05,3.79523e-05,1.01103e-05,0.000372107,0.00373649
86,0.00546597,7.05471e-05,7.74311e-05,3.72699e-05,9.88543e-06,0.000366496,0.00367039
87,0.00536555,6.92954e-05,7.61933e-05,3.65941e-05,9.66368e-06,0.000360366,0.00360196
88,0.00527099,6.809e-05,7.50238e-05,3.59307e-05,9.45551e-06,0.00035409,0.00353507
89,0.00517681,6.69131e-05,7.383e-05,3.5282e-05,9.26068e-06,0.000348313,0.00347268
90,0.00508541,6.57653e-05,7.26736e-05,3.46576e-05,9.07294e-06,0.000341554,0.00340597
91,0.00499251,6.46975e-05,7.15677e-05,3.40191e-05,8.88796e-06,0.000334057,0.00333484
92,0.00490587,6.36548e-05,7.04483e-05,3.34097e-05,8.69691e-06,0.000326539,0.00326394
93,0.00482719,6.26737e-05,6.93787e-05,3.28006e-05,8.52568e-06,0.000320227,0.00320341
94,0.00474242,6.16185e-05,6.82502e-05,3.22688e-05,8.349e-06,0.000313376,0.00314469
95,0.00466293,6.06936e-05,6.72523e-05,3.16919e-05,8.17982e-06,0.000307372,0.00309466
96,0.00458725,5.97299e-05,6.6144e-05,3.11727e-05,8.01564e-06,0.000300446,0.00304878
97,0.00451478,5.88191e-05,6.51073e-05,3.06425e-05,7.86049e-06,0.000294089,0.00301066
98,0.00444187,5.78784e-05,6.40191e-05,3.01487e-05,7.71837e-06,0.000287892,0.0029776
99,0.00437331,5.69663e-05,6.29614e-05,2.9682e-05,7.5741e-06,0.00028193,0.00294518
100,0.00431067,5.6092e-05,6.18965e-05,2.91968e-05,7.43016e-06,0.000276504,0.0029153
101,0.00425102,5.52231e-05,6.08113e-05,2.87105e-05,7.29485e-06,0.000271562,0.0028927
102,0.00419001,5.43361e-05,5.97097e-05,2.8235e-05,7.16805e-06,0.00026686,0.00287223
103,0.0041262,5.34381e-05,5.85856e-05,2.77664e-05,7.03716e-06,0.000262047,0.00285268
104,0.0040653,5.2581e-05,5.75237e-05,2.72496e-05,6.91091e-06,0.000257314,0.0028334
105,0.00400369,5.17095e-05,5.64439e-05,2.67647e-05,6.79305e-06,0.000252945,0.00281437
106,0.00393906,5.08417e-05,5.53827e-05,2.63073e-05,6.67585e-06,0.000248583,0.002794
107,0.00387502,4.99978e-05,5.43659e-05,2.58193e-05,6.56249e-06,0.000244382,0.00277142
108,0.00381514,4.91337e-05,5.33224e-05,2.53297e-05,6.44943e-06,0.000240384,0.00274991
109,0.00375488,4.8294e-05,5.23253e-05,2.48234e-05,6.33207e-06,0.000236254,0.00272814
110,0.00369509,4.74492e-05,5.13503e-05,2.42988e-05,6.21644e-06,0.000232495,0.00270422
111,0.00363336,4.65853e-05,5.0383e-05,2.37783e-05,6.11212e-06,0.00022921,0.00267648
112,0.00356807,4.57257e-05,4.94427e-05,2.32734e-05,6.00799e-06,0.000225558,0.00264465
113,0.00350728,4.49095e-05,4.85695e-05,2.27227e-05,5.90183e-06,0.000222247,0.0026107
114,0.00344507,4.40634e-05,4.76794e-05,2.21976e-05,5.79654e-06,0.000218965,0.00258464
115,0.00338428,4.32473e-05,4.68446e-05,2.16789e-05,5.68727e-06,0.000215586,0.00256093
116,0.00332789,4.2461e-05,4.6034e-05,2.11572e-05,5.58523e-06,0.000212765,0.00253699
117,0.00327169,4.16688e-05,4.52218e-05,2.06798e-05,5.48529e-06,0.000209921,0.00251488
118,0.00321866,4.09238e-05,4.44728e-05,2.02033e-05,5.3879e-06,0.00020724,0.00249364
119,0.00316548,4.0181e-05,4.37273e-05,1.97511e-05,5.29592e-06,0.000204558,0.00247257
120,0.00311218,3.94629e-05,4.30106e-05,1.93125e-05,5.21322e-06,0.000201963,0.00245003
121,0.00305678,3.87419e-05,4.22892e-05,1.89045e-05,5.13103e-06,0.00019929,0.00242662
122,0.00300345,3.80733e-05,4.16288e-05,1.84956e-05,5.05257e-06,0.000196783,0.00240293
123,0.00295185,3.74035e-05,4.09562e-05,1.81094e-05,4.97865e-06,0.000194401,0.00237781
124,0.00290316,3.67574e-05,4.03136e-05,1.77473e-05,4.90598e-06,0.000191933,0.00235029
125,0.00285498,3.6132e-05,3.96973e-05,1.74035e-05,4.83597e-06,0.000189304,0.00232173
126,0.00280877,3.55461e-05,3.91057e-05,1.7062e-05,4.77312e-06,0.000186984,0.00229211
127,0.00276347,3.49416e-05,3.84999e-05,1.67643e-05,4.70835e-06,0.000184561,0.0022627
128,0.0027206,3.43944e-05,3.79546e-05,1.64506e-05,4.64721e-06,0.000182232,0.00223178
129,0.00267869,3.38292e-05,3.7391e-05,1.61797e-05,4.58532e-06,0.000179818,0.00220202
130,0.00263983,3.33262e-05,3.68821e-05,1.59051e-05,4.52571e-06,0.000177553,0.00217405
131,0.00260283,3.28235e-05,3.63572e-05,1.56497e-05,4.47462e-06,0.000175704,0.00214777
132,0.00256518,3.23025e-05,3.58242e-05,1.54493e-05,4.41683e-06,0.000173603,0.00212259
133,0.00253225,3.18643e-05,3.53631e-05,1.518e-05,4.36596e-06,0.000172037,0.00209708
134,0.00249902,3.13677e-05,3.48378e-05,1.4974e-05,4.3148e-06,0.000170203,0.00207213
135,0.00246739,3.09399e-05,3.43851e-05,1.47363e-05,4.26629e-06,0.000168469,0.00204588
136,0.00243589,3.04952e-05,3.39062e-05,1.4532e-05,4.21438e-06,0.000166447,0.00202167
137,0.00240705,3.01069e-05,3.34811e-05,1.43064e-05,4.16411e-06,0.000164613,0.00200093
138,0.00237716,2.96959e-05,3.30351e-05,1.4105e-05,4.115e-06,0.000163154,0.00198443
139,0.00234835,2.93074e-05,3.26194e-05,1.39134e-05,4.07015e-06,0.000161777,0.00196936
140,0.0023187,2.89229e-05,3.22108e-05,1.37329e-05,4.02571e-06,0.000160335,0.00195437
141,0.00229158,2.85564e-05,3.18126e-05,1.35554e-05,3.98263e-06,0.000158732,0.00193844
142,0.00226442,2.81905e-05,3.1415e-05,1.33834e-05,3.93801e-06,0.000157135,0.00192327
143,0.00223653,2.78436e-05,3.10372e-05,1.32033e-05,3.90074e-06,0.000155838,0.00190707
144,0.0022087,2.74663e-05,3.06378e-05,1.30619e-05,3.8575e-06,0.000154199,0.00189157
145,0.00218515,2.71616e-05,3.03016e-05,1.28701e-05,3.82096e-06,0.000153038,0.00187676
146,0.00215973,2.67939e-05,2.99012e-05,1.27239e-05,3.78438e-06,0.000151794,0.00186304
147,0.00213321,2.64697e-05,2.95508e-05,1.2571e-05,3.74416e-06,0.000150381,0.00184883
148,0.00210947,2.61489e-05,2.91989e-05,1.24119e-05,3.71002e-06,0.000149162,0.00183338
149,0.00208489,2.58128e-05,2.88351e-05,1.22791e-05,3.66981e-06,0.000147652,0.0018166
150,0.00206355,2.55394e-05,2.85295e-05,1.21128e-05,3.63658e-06,0.000146518,0.00179898
151,0.00204019,2.51929e-05,2.81574e-05,1.19902e-05,3.59794e-06,0.000145078,0.00178313
152,0.0020192,2.49329e-05,2.78818e-05,1.18303e-05,3.56266e-06,0.000143867,0.00176661
153,0.00199821,2.46153e-05,2.75397e-05,1.17064e-05,3.52871e-06,0.000142551,0.00175067
154,0.00197626,2.43364e-05,2.72382e-05,1.15725e-05,3.4947e-06,0.000141278,0.0017346
155,0.00195451,2.40579e-05,2.69312e-05,1.14456e-05,3.46143e-06,0.000140025,0.00171798
156,0.00193323,2.37798e-05,2.66246e-05,1.13255e-05,3.42663e-06,0.000138557,0.00170006
157,0.00191388,2.35178e-05,2.63342e-05,1.11938e-05,3.39399e-06,0.000137282,0.00168047
158,0.00189364,2.32405e-05,2.60266e-05,1.10817e-05,3.36094e-06,0.000135957,0.00166066
159,0.0018728,2.29864e-05,2.57437e-05,1.09515e-05,3.32657e-06,0.000134541,0.0016409
160,0.00185325,2.27385e-05,2.54648e-05,1.08214e-05,3.29438e-06,0.00013328,0.00162289
161,0.00183344,2.24772e-05,2.51769e-05,1.0712e-05,3.26347e-06,0.000131971,0.00160545
162,0.00181247,2.22305e-05,2.49071e-05,1.0599e-05,3.23289e-06,0.000130786,0.00158811
163,0.00179359,2.19828e-05,2.46324e-05,1.0493e-05,3.20281e-06,0.000129454,0.00157143
164,0.00177598,2.1743e-05,2.43675e-05,1.03845e-05,3.17329e-06,0.000128153,0.00155506
165,0.00175844,2.15078e-05,2.4104e-05,1.02808e-05,3.14224e-06,0.000126871,0.00153841
166,0.00174235,2.12805e-05,2.38464e-05,1.01685e-05,3.11176e-06,0.000125702,0.00152158
167,0.00172513,2.1037e-05,2.35765e-05,1.00787e-05,3.08061e-06,0.000124349,0.00150396
168,0.00170782,2.08185e-05,2.33312e-05,9.96568e-06,3.04962e-06,0.00012306,0.00148634
169,0.00168949,2.05906e-05,2.30752e-05,9.86488e-06,3.01936e-06,0.000121814,0.00146929
170,0.00167222,2.03665e-05,2.28236e-05,9.77447e-06,2.98883e-06,0.000120728,0.00145279
171,0.00165429,2.01451e-05,2.2577e-05,9.68165e-06,2.95813e-06,0.000119558,0.00143629
172,0.00163718,1.99269e-05,2.23322e-05,9.57919e-06,2.92412e-06,0.000118194,0.00141999
173,0.00162226,1.97376e-05,2.2111e-05,9.45673e-06,2.89367e-06,0.000116957,0.00140503
174,0.00160533,1.95096e-05,2.18582e-05,9.35172e-06,2.86288e-06,0.000115657,0.00139092
175,0.00158756,1.93107e-05,2.16364e-05,9.24496e-06,2.83305e-06,0.000114348,0.00137628
176,0.00157154,1.91085e-05,2.1407e-05,9.1463e-06,2.80497e-06,0.000113395,0.00136294
177,0.00155424,1.88979e-05,2.11718e-05,9.06184e-06,2.77636e-06,0.000112306,0.00135049
178,0.00153748,1.87024e-05,2.09535e-05,8.96131e-06,2.74752e-06,0.000111167,0.00133842
179,0.00152102,1.84973e-05,2.07226e-05,8.86273e-06,2.7192e-06,0.000110043,0.00132708
180,0.00150397,1.83002e-05,2.0499e-05,8.7651e-06,2.69014e-06,0.000108956,0.00131485
181,0.00148857,1.81014e-05,2.02741e-05,8.67152e-06,2.66093e-06,0.000107794,0.00130252
182,0.00147275,1.79038e-05,2.00532e-05,8.57876e-06,2.63327e-06,0.000106625,0.00128958
183,0.00145585,1.77032e-05,1.98304e-05,8.48936e-06,2.60651e-06,0.000105455,0.00127605
184,0.00144066,1.75077e-05,1.96116e-05,8.39721e-06,2.57892e-06,0.000104293,0.00126222
185,0.00142548,1.73126e-05,1.93945e-05,8.30998e-06,2.55044e-06,0.000103167,0.0012497
186,0.00141168,1.71244e-05,1.91836e-05,8.22205e-06,2.5229e-06,0.000102016,0.00123768
187,0.00139693,1.693e-05,1.89679e-05,8.13942e-06,2.49543e-06,0.000100887,0.00122584
188,0.00138232,1.67465e-05,1.8763e-05,8.0504e-06,2.46853e-06,9.98102e-05,0.00121381
189,0.00136837,1.65581e-05,1.85523e-05,7.96411e-06,2.44143e-06,9.8818e-05,0.00120187
190,0.0013542,1.63757e-05,1.83458e-05,7.87654e-06,2.41623e-06,9.77614e-05,0.00118867
191,0.00133968,1.61872e-05,1.81345e-05,7.80004e-06,2.38897e-06,9.64355e-05,0.00117399
192,0.00132591,1.60206e-05,1.79405e-05,7.70246e-06,2.36097e-06,9.52214e-05,0.00115939
193,0.00131187,1.58463e-05,1.77369e-05,7.60895e-06,2.33437e-06,9.40991e-05,0.00114609
194,0.00129663,1.56634e-05,1.75305e-05,7.51952e-06,2.30837e-06,9.29986e-05,0.00113268
195,0.00128116,1.54851e-05,1.73302e-05,7.43489e-06,2.28216e-06,9.1812e-05,0.00111809
196,0.00126605,1.53132e-05,1.71343e-05,7.34602e-06,2.25585e-06,9.0696e-05,0.00110309
197,0.00125133,1.51328e-05,1.69301e-05,7.26564e-06,2.22761e-06,8.94073e-05,0.00108726
198,0.00123749,1.49699e-05,1.67405e-05,7.17313e-06,2.20104e-06,8.82406e-05,0.0010719
199,0.00122365,1.47926e-05,1.65361e-05,7.08935e-06,2.17475e-06,8.70623e-05,0.00105771
200,0.00120917,1.46228e-05,1.63425e-05,7.01035e-06,2.1481e-06,8.5921e-05,0.00104383
201,0.00119464,1.44601e-05,1.61554e-05,6.92639e-06,2.12329e-06,8.48292e-05,0.00103
202,0.00117968,1.42823e-05,1.59572e-05,6.86015e-06,2.09569e-06,8.35414e-05,0.00101621
203,0.00116617,1.41321e-05,1.57814e-05,6.75817e-06,2.07104e-06,8.24911e-05,0.00100331
204,0.00115185,1.39475e-05,1.5574e-05,6.68948e-06,2.04442e-06,8.13487e-05,0.000990657
205,0.00113804,1.37923e-05,1.53993e-05,6.59777e-06,2.01914e-06,8.03056e-05,0.000977514
206,0.00112454,1.36154e-05,1.52005e-05,6.52347e-06,1.98998e-06,7.90751e-05,0.000964182
207,0.00111233,1.34721e-05,1.50347e-05,6.42606e-06,1.96421e-06,7.80641e-05,0.000951438
208,0.00109891,1.32927e-05,1.48363e-05,6.35175e-06,1.93602e-06,7.68738e-05,0.000939063
209,0.0010864,1.31566e-05,1.4678e-05,6.25871e-06,1.91065e-06,7.59182e-05,0.000926688
210,0.00107293,1.29822e-05,1.44818e-05,6.18489e-06,1.88379e-06,7.47781e-05,0.000914195
211,0.00106006,1.28424e-05,1.4321e-05,6.09726e-06,1.85986e-06,7.38148e-05,0.000901368
212,0.00104624,1.26665e-05,1.41278e-05,6.0405e-06,1.83265e-06,7.25858e-05,0.000888021
213,0.00103406,1.25362e-05,1.39749e-05,5.94153e-06,1.80732e-06,7.15508e-05,0.000875272
214,0.00102066,1.2368e-05,1.37885e-05,5.86206e-06,1.78326e-06,7.05879e-05,0.000863525
215,0.00100685,1.22138e-05,1.36142e-05,5.79523e-06,1.75866e-06,6.95428e-05,0.000851371
216,0.000994033,1.20677e-05,1.34438e-05,5.71612e-06,1.73364e-06,6.84704e-05,0.000838584
217,0.000981596,1.19202e-05,1.32703e-05,5.63468e-06,1.70921e-06,6.74211e-05,0.000825649
218,0.000968837,1.17703e-05,1.3096e-05,5.55616e-06,1.68523e-06,6.64223e-05,0.000813002
219,0.00095566,1.16175e-05,1.29223e-05,5.48494e-06,1.66045e-06,6.53753e-05,0.000800082
220,0.000942925,1.14742e-05,1.27571e-05,5.40568e-06,1.6363e-06,6.43753e-05,0.000787195
221,0.000930413,1.13251e-05,1.25856e-05,5.32997e-06,1.61293e-06,6.34007e-05,0.000774585
222,0.000917543,1.11755e-05,1.24152e-05,5.25904e-06,1.58851e-06,6.24164e-05,0.000762586
223,0.000905018,1.10332e-05,1.22517e-05,5.18241e-06,1.56457e-06,6.14361e-05,0.000750883
224,0.000892714,1.08892e-05,1.2086e-05,5.10815e-06,1.53949e-06,6.03871e-05,0.000739209
225,0.000880245,1.07562e-05,1.193e-05,5.02547e-06,1.51558e-06,5.94293e-05,0.0007282
226,0.000868273,1.06096e-05,1.17628e-05,4.95112e-06,1.4931e-06,5.85695e-05,0.000718062
227,0.000855989,1.04654e-05,1.15999e-05,4.88842e-06,1.47024e-06,5.76354e-05,0.00070745
228,0.000844256,1.03327e-05,1.1446e-05,4.81223e-06,1.4476e-06,5.6703e-05,0.000696465
229,0.000832984,1.01948e-05,1.12862e-05,4.73902e-06,1.42377e-06,5.56963e-05,0.000685621
230,0.000822206,1.00703e-05,1.11395e-05,4.65765e-06,1.40181e-06,5.48263e-05,0.000675615
231,0.000810169,9.92856e-06,1.09781e-05,4.58839e-06,1.3797e-06,5.39293e-05,0.000666053
232,0.000798696,9.80035e-06,1.08337e-05,4.51581e-06,1.35722e-06,5.30252e-05,0.000656644
233,0.000787989,9.67367e-06,1.0687e-05,4.44163e-06,1.33583e-06,5.21703e-05,0.000647826
234,0.000776674,9.53887e-06,1.05344e-05,4.37439e-06,1.3145e-06,5.13143e-05,0.000639244
235,0.00076522,9.41234e-06,1.0392e-05,4.30633e-06,1.29377e-06,5.05063e-05,0.000630526
236,0.000753955,9.28232e-06,1.02441e-05,4.24208e-06,1.27299e-06,4.96615e-05,0.000621337
237,0.00074281,9.15715e-06,1.01e-05,4.17575e-06,1.25309e-06,4.88624e-05,0.00061178
238,0.000731456,9.02718e-06,9.95285e-06,4.11671e-06,1.23344e-06,4.80182e-05,0.000601693
239,0.000720478,8.90405e-06,9.81288e-06,4.05141e-06,1.21396e-06,4.71863e-05,0.000591249
240,0.000709853,8.77843e-06,9.67021e-06,3.988e-06,1.19472e-06,4.63748e-05,0.000580884
241,0.000699308,8.65538e-06,9.53021e-06,3.92465e-06,1.17552e-06,4.55928e-05,0.00057091
242,0.000688839,8.53337e-06,9.39139e-06,3.86176e-06,1.15532e-06,4.47651e-05,0.000561357
243,0.000679111,8.41995e-06,9.26016e-06,3.79318e-06,1.13646e-06,4.40506e-05,0.000552633
244,0.000668755,8.29313e-06,9.11802e-06,3.73628e-06,1.11802e-06,4.33294e-05,0.000544002
245,0.000658454,8.17485e-06,8.98606e-06,3.68087e-06,1.09982e-06,4.26171e-05,0.000535073
246,0.000648629,8.05766e-06,8.85352e-06,3.62016e-06,1.08165e-06,4.18885e-05,0.000525908
247,0.000639116,7.94066e-06,8.7201e-06,3.56103e-06,1.06319e-06,4.11348e-05,0.000516735
248,0.000630158,7.82741e-06,8.59051e-06,3.49915e-06,1.04425e-06,4.0333e-05,0.000507636
249,0.000620968,7.71784e-06,8.46445e-06,3.43598e-06,1.02543e-06,3.95875e-05,0.000499156
250,0.000611266,7.60488e-06,8.33626e-06,3.37817e-06,1.00693e-06,3.88737e-05,0.000491337
251,0.000601582,7.49649e-06,8.21391e-06,3.32044e-06,9.89369e-07,3.821e-05,0.000483825
