Iterations,continuity,x-velocity,y-velocity,z-velocity,energy,k,epsilon
35,0.0243608,0.000369531,0.000397929,0.000168383,4.96308e-05,0.00121179,0.0120578
36,0.023297,0.000349853,0.000376157,0.000159121,4.60605e-05,0.00114772,0.011337
37,0.0222847,0.000331682,0.000356179,0.000150559,4.30047e-05,0.00109546,0.0107533
38,0.0213734,0.000314663,0.000338025,0.000143072,4.04289e-05,0.00105183,0.0102871
39,0.0204918,0.000299142,0.000321629,0.000135875,3.82983e-05,0.00101746,0.0099397
40,0.0196732,0.000283874,0.000306124,0.00012995,3.63905e-05,0.000987222,0.00970485
41,0.0189061,0.000270333,0.000291881,0.000122945,3.47254e-05,0.000969446,0.00956176
42,0.0182259,0.000256743,0.000278121,0.000117189,3.32083e-05,0.00095754,0.00950058
43,0.0175768,0.000244209,0.000265408,0.000111303,3.18079e-05,0.000950626,0.00951818
44,0.0169322,0.000232087,0.000253374,0.000105885,3.05713e-05,0.000943037,0.00954726
45,0.0163137,0.000220279,0.000241882,0.000101379,2.94176e-05,0.000932132,0.00960654
46,0.0156974,0.000209729,0.000231237,9.61787e-05,2.83189e-05,0.000921564,0.00965196
47,0.0151303,0.0001993,0.000220678,9.17929e-05,2.72721e-05,0.000910145,0.00968377
48,0.014565,0.000189695,0.000210787,8.76449e-05,2.62124e-05,0.000894879,0.00966623
49,0.0140345,0.000180501,0.000201358,8.38325e-05,2.52009e-05,0.000875096,0.00961383
50,0.0135135,0.000172323,0.000192633,7.99739e-05,2.42095e-05,0.000855197,0.00952287
51,0.0130035,0.000164457,0.000184274,7.64818e-05,2.32429e-05,0.000833216,0.00938599
52,0.0125271,0.000157181,0.000176542,7.31279e-05,2.2219e-05,0.000809457,0.00920131
53,0.01209,0.000150567,0.000169348,6.98592e-05,2.12053e-05,0.000783092,0.00897805
54,0.011681,0.000144401,0.000162475,6.6892e-05,2.0259e-05,0.00075718,0.00870807
55,0.0113034,0.000138758,0.000156033,6.41136e-05,1.94015e-05,0.000730409,0.00839206
56,0.0109323,0.000133546,0.000150065,6.16056e-05,1.86579e-05,0.000702122,0.00803302
57,0.0105815,0.000128905,0.000144703,5.91366e-05,1.79852e-05,0.00067337,0.00765167
58,0.0102858,0.000124721,0.000139832,5.67757e-05,1.74338e-05,0.000647416,0.00728118
59,0.00998923,0.000120672,0.00013519,5.47782e-05,1.69948e-05,0.000624609,0.00694377
60,0.00970373,0.000117188,0.000131151,5.30857e-05,1.67313e-05,0.000604294,0.00663327
61,0.00945956,0.000113978,0.000127462,5.17818e-05,1.66037e-05,0.000587908,0.00634837
62,0.00924557,0.000111107,0.00012421,5.07886e-05,1.65457e-05,0.000574301,0.00610892
63,0.00905166,0.000108518,0.000121295,4.99743e-05,1.63283e-05,0.000563581,0.00590746
64,0.00890585,0.000105972,0.000118573,4.95092e-05,1.61674e-05,0.000555393,0.00574124
65,0.00877705,0.000103864,0.000116273,4.90422e-05,1.60588e-05,0.000548948,0.0056052
66,0.00867141,0.000101814,0.000114018,4.87592e-05,1.60358e-05,0.000545009,0.00551084
67,0.00856014,9.98665e-05,0.000112013,4.86902e-05,1.60335e-05,0.00054222,0.00543835
68,0.00845506,9.82289e-05,0.000110365,4.85791e-05,1.60819e-05,0.000540012,0.00538767
69,0.00835119,9.65146e-05,0.000108714,4.86427e-05,1.61098e-05,0.00053798,0.00535554
70,0.00825282,9.5015e-05,0.000107198,4.84858e-05,1.61295e-05,0.000536419,0.00534055
71,0.0081706,9.33841e-05,0.000105582,4.84321e-05,1.61163e-05,0.000534891,0.005332
72,0.00808585,9.18649e-05,0.000104057,4.83518e-05,1.60617e-05,0.000530431,0.0053107
73,0.00799995,9.05301e-05,0.000102623,4.80055e-05,1.59953e-05,0.000525228,0.00529018
74,0.00791385,8.91548e-05,0.000101117,4.76879e-05,1.59088e-05,0.000520709,0.00527817
75,0.00782771,8.79314e-05,9.96447e-05,4.72701e-05,1.57834e-05,0.000516308,0.00527017
76,0.00771724,8.66895e-05,9.81596e-05,4.68402e-05,1.56019e-05,0.000511397,0.00525417
77,0.00759505,8.54848e-05,9.66904e-05,4.62705e-05,1.53877e-05,0.000507159,0.00523234
78,0.00748236,8.42354e-05,9.51085e-05,4.56347e-05,1.51372e-05,0.000501721,0.00520562
79,0.0073664,8.29812e-05,9.3516e-05,4.4915e-05,1.48434e-05,0.000493006,0.0051619
80,0.00724836,8.18116e-05,9.20141e-05,4.40296e-05,1.45541e-05,0.000485041,0.00512961
81,0.00711114,8.04672e-05,9.03903e-05,4.32554e-05,1.42355e-05,0.000476871,0.00509183
82,0.0069712,7.93071e-05,8.88967e-05,4.23368e-05,1.39419e-05,0.000468536,0.00504701
83,0.00683478,7.80518e-05,8.73205e-05,4.15187e-05,1.36094e-05,0.000458219,0.00498038
84,0.00671161,7.69745e-05,8.58806e-05,4.05124e-05,1.3276e-05,0.000449134,0.00491033
85,0.00658784,7.57573e-05,8.43612e-05,3.95875e-05,1.29378e-05,0.000439813,0.00483914
86,0.00647058,7.462e-05,8.30103e-05,3.86339e-05,1.26183e-05,0.000430836,0.00476598
87,0.00635397,7.34165e-05,8.15998e-05,3.77618e-05,1.22879e-05,0.000420023,0.00467601
88,0.00624432,7.24002e-05,8.03384e-05,3.66824e-05,1.19717e-05,0.000410901,0.00458864
89,0.00614007,7.12507e-05,7.89802e-05,3.57831e-05,1.16706e-05,0.000402429,0.00450634
90,0.00603499,7.01786e-05,7.77229e-05,3.49398e-05,1.13739e-05,0.000393637,0.00442147
91,0.00592811,6.91289e-05,7.6496e-05,3.41147e-05,1.10817e-05,0.000384917,0.00433561
92,0.00582722,6.80936e-05,7.52843e-05,3.33203e-05,1.07927e-05,0.000376244,0.00424798
93,0.0057281,6.70762e-05,7.41158e-05,3.25358e-05,1.05036e-05,0.000367712,0.00416358
94,0.00563283,6.60558e-05,7.29528e-05,3.17885e-05,1.02225e-05,0.000359501,0.00408232
95,0.0055377,6.50853e-05,7.18285e-05,3.10563e-05,9.94199e-06,0.000351376,0.00400427
96,0.00544768,6.41376e-05,7.0721e-05,3.03417e-05,9.67127e-06,0.000343643,0.00393063
97,0.00535646,6.3201e-05,6.96258e-05,2.96684e-05,9.41717e-06,0.000336366,0.00386111
98,0.00526858,6.22807e-05,6.85563e-05,2.9027e-05,9.16849e-06,0.000329251,0.00379808
99,0.00518327,6.1373e-05,6.75045e-05,2.83804e-05,8.93098e-06,0.000322571,0.00374077
100,0.00509507,6.04475e-05,6.64125e-05,2.77895e-05,8.70306e-06,0.000316098,0.00368546
101,0.00501125,5.95677e-05,6.53844e-05,2.72072e-05,8.48311e-06,0.000309918,0.00363106
102,0.00493147,5.86783e-05,6.4354e-05,2.66327e-05,8.26237e-06,0.000303193,0.00357809
103,0.00486095,5.78335e-05,6.33566e-05,2.60153e-05,8.04937e-06,0.000296764,0.00353055
104,0.00478908,5.69568e-05,6.23388e-05,2.54398e-05,7.8517e-06,0.000290659,0.00348836
105,0.00471737,5.60868e-05,6.13509e-05,2.48965e-05,7.65701e-06,0.000285093,0.00344817
106,0.00464591,5.5251e-05,6.0412e-05,2.43528e-05,7.46464e-06,0.000279344,0.00340622
107,0.00457451,5.44456e-05,5.95119e-05,2.37679e-05,7.28877e-06,0.000274454,0.00336763
108,0.00450283,5.35821e-05,5.85496e-05,2.32384e-05,7.12668e-06,0.000269657,0.0033343
109,0.00442754,5.27706e-05,5.76535e-05,2.27289e-05,6.97705e-06,0.000265635,0.00330035
110,0.00435535,5.19187e-05,5.67436e-05,2.22904e-05,6.81875e-06,0.000261035,0.00326403
111,0.0042905,5.11901e-05,5.59347e-05,2.16979e-05,6.67741e-06,0.000257424,0.00323024
112,0.00422393,5.03283e-05,5.50009e-05,2.12232e-05,6.54364e-06,0.000253677,0.00319792
113,0.00415567,4.9548e-05,5.41675e-05,2.07371e-05,6.40459e-06,0.000249614,0.00316532
114,0.0040949,4.88012e-05,5.33723e-05,2.02359e-05,6.29171e-06,0.000246564,0.00313267
115,0.00402345,4.79372e-05,5.24854e-05,1.99608e-05,6.16759e-06,0.000242559,0.00309594
116,0.00396078,4.72532e-05,5.17659e-05,1.94156e-05,6.04507e-06,0.000239161,0.00305929
117,0.0039061,4.64984e-05,5.09634e-05,1.89595e-05,5.93315e-06,0.00023587,0.00302909
118,0.00384746,4.57431e-05,5.01853e-05,1.85778e-05,5.82948e-06,0.000232878,0.00300584
119,0.00378809,4.50308e-05,4.94477e-05,1.82253e-05,5.71583e-06,0.000229391,0.00298443
120,0.00373677,4.43971e-05,4.87707e-05,1.77811e-05,5.61739e-06,0.000226466,0.00296826
121,0.0036795,4.36469e-05,4.79889e-05,1.7448e-05,5.51973e-06,0.00022377,0.0029541
122,0.00362245,4.30046e-05,4.73183e-05,1.71043e-05,5.42392e-06,0.000221015,0.00293559
123,0.00356678,4.23606e-05,4.66427e-05,1.67531e-05,5.33539e-06,0.000218477,0.00291444
124,0.00351017,4.16988e-05,4.59527e-05,1.64666e-05,5.24995e-06,0.000215888,0.00288976
125,0.00345596,4.10751e-05,4.52974e-05,1.61734e-05,5.16786e-06,0.000213407,0.00285968
126,0.00340333,4.04473e-05,4.46426e-05,1.59094e-05,5.08444e-06,0.000210831,0.00282705
127,0.0033548,3.98592e-05,4.40238e-05,1.5599e-05,5.0149e-06,0.000208552,0.00279217
128,0.00330528,3.92243e-05,4.33609e-05,1.54094e-05,4.94358e-06,0.000205852,0.00275692
129,0.0032574,3.86793e-05,4.27841e-05,1.51187e-05,4.86966e-06,0.00020308,0.00271877
130,0.00320762,3.81171e-05,4.21791e-05,1.48526e-05,4.8036e-06,0.000200633,0.00267914
131,0.00316028,3.75497e-05,4.15677e-05,1.46497e-05,4.73967e-06,0.000198188,0.00263953
132,0.00311417,3.70353e-05,4.10094e-05,1.44245e-05,4.66877e-06,0.000195525,0.00260304
133,0.00307343,3.65551e-05,4.048e-05,1.41506e-05,4.60824e-06,0.000192919,0.00256955
134,0.00303055,3.60105e-05,3.98908e-05,1.39552e-05,4.5451e-06,0.000190315,0.00254028
135,0.00299016,3.55446e-05,3.93797e-05,1.37405e-05,4.48395e-06,0.000187807,0.00251134
136,0.00295166,3.50526e-05,3.88367e-05,1.35551e-05,4.4241e-06,0.000185413,0.002481
137,0.00291268,3.4583e-05,3.83101e-05,1.33751e-05,4.36457e-06,0.000183003,0.00244702
138,0.00287404,3.41222e-05,3.7795e-05,1.31728e-05,4.3076e-06,0.00018064,0.00241262
139,0.00283519,3.36596e-05,3.72824e-05,1.29919e-05,4.24698e-06,0.000178172,0.00238072
140,0.00279862,3.32324e-05,3.68086e-05,1.27866e-05,4.19074e-06,0.000175771,0.00235084
141,0.00276159,3.2773e-05,3.63076e-05,1.26309e-05,4.13128e-06,0.000173614,0.00232493
142,0.00272646,3.23685e-05,3.58603e-05,1.24344e-05,4.07607e-06,0.000171565,0.00229994
143,0.00269138,3.1923e-05,3.53738e-05,1.22818e-05,4.02177e-06,0.000169364,0.00227511
144,0.00265767,3.1512e-05,3.49276e-05,1.21067e-05,3.96727e-06,0.000167247,0.00225082
145,0.00262425,3.10985e-05,3.44807e-05,1.19299e-05,3.91084e-06,0.000165168,0.00222926
146,0.00259026,3.06965e-05,3.40368e-05,1.17531e-05,3.85893e-06,0.000163358,0.00220948
147,0.00255856,3.02665e-05,3.35715e-05,1.16168e-05,3.80694e-06,0.000161514,0.00218825
148,0.00252646,2.98764e-05,3.31438e-05,1.14514e-05,3.75533e-06,0.000159688,0.00216527
149,0.00249698,2.9481e-05,3.27102e-05,1.12838e-05,3.71041e-06,0.000157986,0.00213932
150,0.002465,2.90587e-05,3.2256e-05,1.11945e-05,3.65534e-06,0.000155811,0.00211162
151,0.0024369,2.87173e-05,3.18754e-05,1.09774e-05,3.60964e-06,0.000154078,0.00208219
152,0.00240699,2.82848e-05,3.1411e-05,1.08942e-05,3.55681e-06,0.00015197,0.00205378
153,0.00237781,2.79509e-05,3.1041e-05,1.06921e-05,3.50665e-06,0.000150104,0.00202568
154,0.00234944,2.75612e-05,3.06102e-05,1.05507e-05,3.45807e-06,0.00014816,0.00200021
155,0.0023201,2.72063e-05,3.02184e-05,1.04109e-05,3.40917e-06,0.00014619,0.001976
156,0.00229009,2.68515e-05,2.98236e-05,1.02718e-05,3.36574e-06,0.000144412,0.00195161
157,0.00225737,2.64757e-05,2.94125e-05,1.02001e-05,3.31661e-06,0.000142324,0.00192541
158,0.00222897,2.6159e-05,2.90571e-05,1.00082e-05,3.27316e-06,0.00014046,0.00189764
159,0.00219998,2.57846e-05,2.86433e-05,9.9005e-06,3.22782e-06,0.000138507,0.00187214
160,0.00217217,2.54676e-05,2.82864e-05,9.74531e-06,3.18609e-06,0.00013679,0.00184843
161,0.00214421,2.51118e-05,2.78924e-05,9.64134e-06,3.14071e-06,0.000135017,0.00182692
162,0.00211602,2.47955e-05,2.75386e-05,9.50251e-06,3.09604e-06,0.00013338,0.00180702
163,0.00208975,2.44719e-05,2.71749e-05,9.36832e-06,3.05119e-06,0.000131725,0.00178874
164,0.00206405,2.41599e-05,2.68264e-05,9.2367e-06,3.01147e-06,0.000130213,0.00177111
165,0.00203676,2.38267e-05,2.64627e-05,9.13723e-06,2.9726e-06,0.000128549,0.00175072
166,0.00200845,2.35095e-05,2.6115e-05,9.0464e-06,2.9272e-06,0.000126757,0.00172887
167,0.00198527,2.32303e-05,2.58009e-05,8.87578e-06,2.88686e-06,0.000125181,0.00170739
168,0.00196082,2.28919e-05,2.54278e-05,8.76453e-06,2.84441e-06,0.0001235,0.00168833
169,0.00193742,2.26158e-05,2.51191e-05,8.63237e-06,2.8104e-06,0.000122032,0.0016682
170,0.00191057,2.22797e-05,2.47539e-05,8.58637e-06,2.77085e-06,0.000120098,0.00164608
171,0.00188584,2.20149e-05,2.44601e-05,8.42177e-06,2.73588e-06,0.000118536,0.00162156
172,0.00186163,2.16861e-05,2.40986e-05,8.35392e-06,2.69492e-06,0.000116752,0.00159822
173,0.00183939,2.14319e-05,2.38097e-05,8.18952e-06,2.66085e-06,0.000115277,0.00157502
174,0.00181486,2.11011e-05,2.34423e-05,8.13097e-06,2.62308e-06,0.000113558,0.00155239
175,0.001791,2.08381e-05,2.31454e-05,7.99688e-06,2.58288e-06,0.000111863,0.00153066
176,0.00177,2.05819e-05,2.28443e-05,7.85526e-06,2.54891e-06,0.000110333,0.00151231
177,0.00174642,2.02682e-05,2.24991e-05,7.76676e-06,2.51545e-06,0.000108847,0.0014962
178,0.0017222,2.00079e-05,2.22091e-05,7.66757e-06,2.4771e-06,0.000107207,0.0014785
179,0.00170156,1.97602e-05,2.19221e-05,7.53057e-06,2.44787e-06,0.000105803,0.00145897
180,0.00167723,1.94475e-05,2.15772e-05,7.48338e-06,2.41304e-06,0.000104153,0.00143891
181,0.00165497,1.92196e-05,2.1318e-05,7.33204e-06,2.38103e-06,0.000102654,0.0014173
182,0.00163353,1.8937e-05,2.10016e-05,7.23744e-06,2.34913e-06,0.000101115,0.00139617
183,0.0016113,1.86819e-05,2.07172e-05,7.14282e-06,2.31575e-06,9.95882e-05,0.00137501
184,0.0015899,1.84271e-05,2.0433e-05,7.03156e-06,2.28102e-06,9.8098e-05,0.00135531
185,0.00156974,1.81872e-05,2.01589e-05,6.91828e-06,2.2502e-06,9.67422e-05,0.00133708
186,0.00154756,1.79241e-05,1.9867e-05,6.83031e-06,2.21877e-06,9.53129e-05,0.00131927
187,0.00152478,1.76899e-05,1.96067e-05,6.73165e-06,2.18716e-06,9.38681e-05,0.00130031
188,0.00150275,1.74504e-05,1.93375e-05,6.63148e-06,2.15647e-06,9.2433e-05,0.00128107
189,0.00148182,1.72106e-05,1.90674e-05,6.53923e-06,2.12524e-06,9.10057e-05,0.00126241
190,0.00146162,1.69862e-05,1.88127e-05,6.43819e-06,2.09651e-06,8.96454e-05,0.00124414
191,0.0014409,1.67476e-05,1.85484e-05,6.35605e-06,2.06629e-06,8.82227e-05,0.00122595
192,0.00142172,1.65349e-05,1.83096e-05,6.25659e-06,2.03798e-06,8.69016e-05,0.00120806
193,0.00140263,1.63058e-05,1.80544e-05,6.17162e-06,2.01033e-06,8.5517e-05,0.00119067
194,0.00138354,1.6088e-05,1.7812e-05,6.08794e-06,1.98433e-06,8.41892e-05,0.00117271
195,0.00136391,1.58638e-05,1.75636e-05,6.02069e-06,1.95659e-06,8.28787e-05,0.00115487
196,0.00134563,1.56584e-05,1.73329e-05,5.92289e-06,1.93211e-06,8.17511e-05,0.00113668
197,0.00132705,1.54324e-05,1.70819e-05,5.85608e-06,1.90563e-06,8.04799e-05,0.00111893
198,0.00130911,1.52371e-05,1.68602e-05,5.75765e-06,1.88167e-06,7.92983e-05,0.00110112
199,0.00129033,1.50119e-05,1.66089e-05,5.70091e-06,1.85644e-06,7.80559e-05,0.00108346
200,0.00127224,1.48149e-05,1.63853e-05,5.61099e-06,1.83067e-06,7.68477e-05,0.0010653
201,0.00125468,1.46057e-05,1.61487e-05,5.53296e-06,1.80579e-06,7.57088e-05,0.0010474
202,0.00123714,1.43986e-05,1.59174e-05,5.46952e-06,1.78137e-06,7.44732e-05,0.00102916
203,0.00121978,1.42009e-05,1.56941e-05,5.38519e-06,1.75683e-06,7.32336e-05,0.00101038
204,0.0012026,1.39993e-05,1.54688e-05,5.30574e-06,1.72981e-06,7.19072e-05,0.000992538
205,0.00118684,1.38175e-05,1.52617e-05,5.20632e-06,1.70327e-06,7.07171e-05,0.000977417
206,0.00117077,1.36239e-05,1.50436e-05,5.12618e-06,1.67699e-06,6.96519e-05,0.000964677
207,0.00115437,1.3443e-05,1.48409e-05,5.0477e-06,1.6512e-06,6.86383e-05,0.000952956
208,0.00113844,1.32625e-05,1.46386e-05,4.97179e-06,1.62634e-06,6.76392e-05,0.000941334
209,0.00112283,1.3084e-05,1.44391e-05,4.8989e-06,1.60228e-06,6.66864e-05,0.0009291
210,0.00110688,1.29047e-05,1.42389e-05,4.83103e-06,1.57639e-06,6.56323e-05,0.000916347
211,0.00109189,1.27392e-05,1.40498e-05,4.74914e-06,1.55238e-06,6.46452e-05,0.000903848
212,0.0010767,1.2558e-05,1.3848e-05,4.68197e-06,1.52875e-06,6.36536e-05,0.000891857
213,0.00106079,1.23876e-05,1.3659e-05,4.61631e-06,1.50672e-06,6.26904e-05,0.000879316
214,0.00104561,1.22129e-05,1.34665e-05,4.55458e-06,1.48429e-06,6.17048e-05,0.000866044
215,0.00103108,1.20437e-05,1.32788e-05,4.48518e-06,1.46199e-06,6.07327e-05,0.000852395
216,0.00101666,1.18734e-05,1.30894e-05,4.41746e-06,1.4393e-06,5.97747e-05,0.000839262
217,0.00100254,1.17097e-05,1.29059e-05,4.34544e-06,1.41697e-06,5.88503e-05,0.000826769
218,0.000988463,1.15446e-05,1.2721e-05,4.27943e-06,1.39518e-06,5.79401e-05,0.000814812
219,0.000974095,1.13846e-05,1.2542e-05,4.21353e-06,1.37263e-06,5.70712e-05,0.0008032
220,0.000960614,1.12335e-05,1.23714e-05,4.14204e-06,1.35081e-06,5.6224e-05,0.000792326
221,0.000946969,1.1075e-05,1.21945e-05,4.07902e-06,1.32963e-06,5.53639e-05,0.000782058
222,0.000933227,1.09231e-05,1.20261e-05,4.0171e-06,1.30893e-06,5.45018e-05,0.000771709
223,0.000919745,1.0772e-05,1.18577e-05,3.95688e-06,1.2881e-06,5.36378e-05,0.000761416
224,0.00090657,1.06253e-05,1.16939e-05,3.89416e-06,1.26807e-06,5.28222e-05,0.000751224
225,0.000893396,1.04764e-05,1.15282e-05,3.8358e-06,1.24828e-06,5.20271e-05,0.000741241
226,0.000880358,1.03321e-05,1.13674e-05,3.77805e-06,1.2287e-06,5.12406e-05,0.000731369
227,0.000867682,1.01913e-05,1.121e-05,3.71823e-06,1.2114e-06,5.04945e-05,0.000721206
228,0.000854529,1.00405e-05,1.10441e-05,3.67626e-06,1.19352e-06,4.96908e-05,0.000710388
229,0.000841839,9.90346e-06,1.0892e-05,3.61775e-06,1.17524e-06,4.88888e-05,0.000698966
230,0.00082998,9.76255e-06,1.0736e-05,3.55749e-06,1.15786e-06,4.81254e-05,0.000687823
231,0.00081804,9.62133e-06,1.05798e-05,3.50573e-06,1.14072e-06,4.73618e-05,0.000677249
232,0.000806172,9.4861e-06,1.04297e-05,3.4525e-06,1.12552e-06,4.6656e-05,0.000666567
233,0.000793956,9.34191e-06,1.02718e-05,3.42388e-06,1.10911e-06,4.58689e-05,0.000655221
234,0.000782279,9.21215e-06,1.01273e-05,3.3639e-06,1.09237e-06,4.5066e-05,0.000643592
235,0.00077121,9.07832e-06,9.97678e-06,3.30413e-06,1.07594e-06,4.43179e-05,0.00063244
236,0.000760001,8.94582e-06,9.82873e-06,3.2534e-06,1.05956e-06,4.35792e-05,0.000621969
237,0.000749136,8.81864e-06,9.68587e-06,3.20193e-06,1.04271e-06,4.2869e-05,0.000612509
238,0.000738871,8.69836e-06,9.55043e-06,3.14531e-06,1.02678e-06,4.22099e-05,0.000604224
239,0.000728458,8.57418e-06,9.4117e-06,3.09623e-06,1.01178e-06,4.15803e-05,0.000596629
240,0.000717696,8.44907e-06,9.27329e-06,3.0583e-06,9.94765e-07,4.09198e-05,0.000589204
