Iteration,outlet-temp-avg
1,299.9999999999999
2,300.06815105147
3,300.5413374508771
4,302.4534624658897
5,304.5501899480046
6,306.520458517578
7,308.4012074694348
8,310.2035796992346
9,311.886210235111
10,313.3852654840048
11,314.7484803182119
12,315.9721133004861
13,316.990293517221
14,317.8659136825154
15,318.6221159501979
16,319.2901953705044
17,319.8703742483685
18,320.4086863227914
19,320.8801084029663
20,321.3204359303704
21,321.7297517112845
22,322.1161745651331
23,322.4879546388207
24,322.832379776584
25,323.1649210992161
26,323.4742104301252
27,323.7720935269103
28,324.0565088639606
29,324.3254569870795
30,324.5831121466973
31,324.8235382169275
32,325.0531680446767
33,325.2713232442537
34,325.4770109723192
35,325.6703612142223
36,325.8475878478564
37,326.0149154434168
38,326.172077956579
39,326.31877280294
40,326.4545511407475
41,326.5805639726274
42,326.6974207581828
43,326.8027353786305
44,326.8985555406299
45,326.9855703349001
46,327.0633505336389
47,327.13192666553
48,327.1919499845812
49,327.2437015000964
50,327.2882580479803
51,327.3254554948533
52,327.3558710746606
53,327.3808048166155
54,327.4005418482567
55,327.4160486188238
56,327.4276340810737
57,327.4361370334614
58,327.4424705249468
59,327.4465286860593
60,327.4491380564713
61,327.4502820244011
62,327.4503444341501
63,327.4503299136666
64,327.4495686067112
65,327.4489493085003
66,327.4486993240596
67,327.4490247169651
68,327.4501511126556
69,327.4520336047852
70,327.4547553204742
71,327.4582765795189
72,327.4626073191794
73,327.4676165397443
74,327.4732561872331
75,327.4793641064636
76,327.4858550428836
77,327.492645483168
78,327.4995275852344
79,327.5063934607443
80,327.513206134232
81,327.5198725191388
82,327.5262950630769
83,327.5324229368088
84,327.5381904051981
85,327.5435508714885
86,327.5485223271468
87,327.5531388774706
88,327.557386096372
89,327.5612620929165
90,327.5647747365108
91,327.5679958921954
92,327.5710212609666
93,327.5739166354862
94,327.5767379405287
95,327.5795150899589
96,327.5822592960093
97,327.5850454071265
98,327.5879303074368
99,327.5909503054222
100,327.594166904049
101,327.5975913958754
102,327.6012666897332
103,327.6052004690251
104,327.6093869801197
105,327.6138322435453
106,327.6185111915297
107,327.6234071795552
108,327.6284978363362
109,327.6337423004852
110,327.6391168498606
111,327.6445684105742
112,327.6500961304693
113,327.6556811414378
114,327.6612906955691
115,327.6669003991465
116,327.67244558363
117,327.6778952668303
118,327.6832501100851
119,327.6884577754085
120,327.6935207591352
121,327.6984259590521
122,327.7031660730524
123,327.7077377702456
124,327.712127966787
125,327.7163409804933
126,327.7203876874586
127,327.7242476492764
128,327.7279374994159
129,327.7314633642823
130,327.7348318050641
131,327.738061698436
132,327.7411534978459
133,327.7441097582944
134,327.7469413949204
135,327.7496510022367
136,327.7522513298098
137,327.7547427279109
138,327.7571396181491
139,327.7594340870293
140,327.7616297208252
141,327.7637241956018
142,327.7657215124043
143,327.7676215802189
144,327.769423681853
145,327.7711314015292
146,327.7727604290559
147,327.7743139078965
148,327.7757805635993
149,327.7771729516252
150,327.7784860096165
151,327.7797257134806
152,327.7808902296629
153,327.7819769278721
154,327.7829918600753
155,327.7839325938846
156,327.7847991422429
157,327.7855975867499
158,327.7863283416162
159,327.7869951226423
160,327.7876011784387
161,327.7881490352815
162,327.7886426031426
163,327.7890909211072
164,327.7894891415124
165,327.7898445960184
166,327.790157051475
167,327.7904350928896
168,327.7906794469395
169,327.7908990462057
170,327.7910908639252
171,327.7912640339172
172,327.7914113582162
173,327.7915324635184
174,327.7916308896708
175,327.7917064897547
176,327.7917639644725
177,327.7918031253653
178,327.7918222787649
179,327.7918256337287
180,327.7918106059061
181,327.7917798712818
182,327.7917387307097
183,327.7916861043378
184,327.7916267013531
185,327.7915543396828
186,327.7914760771366
187,327.7913901566
188,327.7912947034241
189,327.7911993889467
190,327.7910889373788
191,327.7909723370628
192,327.7908525661146
193,327.790726074284
194,327.7905945292414
195,327.7904579047397
196,327.7903161437229
197,327.7901690033616
198,327.7900149281298
199,327.7898566520659
200,327.7896931413605
201,327.7895218300823
202,327.7893454340766
203,327.7891653719419
204,327.7889819611181
205,327.7887968983798
206,327.7886094148647
207,327.7884183700552
208,327.7882268126251
209,327.788036564326
210,327.7878461804383
211,327.7876548034746
212,327.7874639480727
213,327.7872726987728
214,327.7870803057488
215,327.7868891981543
216,327.7866969592454
217,327.7865037204451
218,327.7863133472521
219,327.7861242751176
220,327.78593660928
221,327.7857508246123
222,327.7855669498197
223,327.7853851587106
224,327.7852050777725
225,327.7850273496318
226,327.7848530549938
227,327.7846819365194
228,327.7845133419679
229,327.7843469506799
230,327.7841832966783
231,327.7840216892261
232,327.7838627581182
233,327.7837069739863
234,327.783554090136
235,327.7834045184176
236,327.7832569811051
237,327.7831113281507
238,327.7829685126885
239,327.7828293265756
240,327.7826918272528
241,327.782556027842
242,327.7824227225203
243,327.7822922132225
244,327.7821647199485
245,327.7820386061379
