Iterations,continuity,x-velocity,y-velocity,z-velocity,energy,k,epsilon
36,0.024256,0.000350552,0.000374673,0.000156258,4.56814e-05,0.00113132,0.0112566
37,0.0232043,0.000333127,0.000355469,0.000147894,4.26388e-05,0.00107305,0.0106357
38,0.0222612,0.000316282,0.000337577,0.000140572,4.00428e-05,0.00102499,0.0101255
39,0.0213912,0.000300653,0.00032115,0.000133691,3.78202e-05,0.000988033,0.00976767
40,0.0206053,0.000285976,0.000305861,0.00012727,3.58784e-05,0.000965377,0.00954445
41,0.0198505,0.000271938,0.000291731,0.000121537,3.42168e-05,0.000948142,0.00940928
42,0.019117,0.00025881,0.00027871,0.000115538,3.28261e-05,0.000939092,0.0093379
43,0.0184283,0.000245939,0.000266295,0.000110456,3.15999e-05,0.000930616,0.0093046
44,0.0177648,0.000233907,0.000254562,0.000105297,3.04512e-05,0.000921,0.00928134
45,0.0171354,0.000222663,0.000243343,9.99338e-05,2.93469e-05,0.000914034,0.00926848
46,0.0165064,0.000211702,0.000232525,9.51621e-05,2.82839e-05,0.000906918,0.00932304
47,0.0159053,0.000201522,0.000222393,9.04637e-05,2.72876e-05,0.0008981,0.00937868
48,0.015321,0.000191527,0.000212482,8.65634e-05,2.62849e-05,0.000886912,0.00940976
49,0.0147794,0.00018262,0.000203443,8.25944e-05,2.52677e-05,0.000870265,0.00936483
50,0.0142428,0.000173861,0.000194512,7.91866e-05,2.42245e-05,0.000849834,0.00928287
51,0.0137324,0.000166099,0.000186421,7.5323e-05,2.32142e-05,0.000824833,0.00910974
52,0.0132393,0.000158627,0.000178547,7.19579e-05,2.2246e-05,0.000798634,0.00890242
53,0.0127603,0.000152186,0.000171595,6.84181e-05,2.13369e-05,0.000771859,0.00865022
54,0.0123039,0.000146087,0.000164864,6.54325e-05,2.0489e-05,0.000744468,0.00837884
55,0.0118804,0.000140767,0.000158862,6.25274e-05,1.97518e-05,0.000720466,0.00809304
56,0.0114996,0.00013565,0.000153104,6.00107e-05,1.91127e-05,0.000697053,0.007813
57,0.011161,0.000131246,0.000148094,5.76e-05,1.85963e-05,0.000676194,0.00751886
58,0.0108721,0.0001271,0.000143335,5.55256e-05,1.81867e-05,0.000655905,0.00723087
59,0.0106448,0.000123528,0.000139115,5.37794e-05,1.78886e-05,0.000637345,0.00695387
60,0.0104295,0.000120162,0.000135164,5.2476e-05,1.77081e-05,0.000620426,0.00669737
61,0.010217,0.000117222,0.000131662,5.14795e-05,1.76345e-05,0.000607426,0.00646681
62,0.010048,0.000114403,0.00012847,5.09084e-05,1.76017e-05,0.000597788,0.00627422
63,0.00989807,0.000112017,0.000125698,5.04112e-05,1.73708e-05,0.000590922,0.0061185
64,0.00976565,0.000109648,0.00012296,5.01342e-05,1.74727e-05,0.000585985,0.00600327
65,0.00964226,0.000107499,0.000120566,5.00501e-05,1.73524e-05,0.00058135,0.00591473
66,0.00951826,0.000105571,0.000118475,4.99374e-05,1.72621e-05,0.000578308,0.00584666
67,0.00942169,0.000103655,0.000116486,4.99323e-05,1.71924e-05,0.000575982,0.00579592
68,0.00931458,0.00010179,0.000114526,4.99405e-05,1.7123e-05,0.000573827,0.00575604
69,0.009202,0.00010003,0.000112652,4.98816e-05,1.70479e-05,0.000570992,0.00572802
70,0.00910016,9.83885e-05,0.000110845,4.97575e-05,1.69723e-05,0.000566942,0.00570252
71,0.00900261,9.67373e-05,0.000109036,4.9565e-05,1.68865e-05,0.000562674,0.00567591
72,0.00887037,9.52289e-05,0.000107329,4.91878e-05,1.67806e-05,0.000558147,0.0056495
73,0.00872168,9.36379e-05,0.000105557,4.88453e-05,1.6646e-05,0.000552494,0.00562037
74,0.00857292,9.2119e-05,0.000103801,4.83344e-05,1.64864e-05,0.000545296,0.00558903
75,0.00844517,9.06223e-05,0.000102095,4.7726e-05,1.62979e-05,0.000536943,0.00555065
76,0.00830184,8.91816e-05,0.000100357,4.70454e-05,1.6067e-05,0.000528221,0.00551474
77,0.00814795,8.7727e-05,9.86489e-05,4.63785e-05,1.58117e-05,0.000519535,0.00547564
78,0.00800535,8.63433e-05,9.69818e-05,4.55363e-05,1.55426e-05,0.000511505,0.00543532
79,0.0078592,8.49046e-05,9.52859e-05,4.4709e-05,1.52577e-05,0.000502923,0.00539174
80,0.00770795,8.35917e-05,9.369e-05,4.36933e-05,1.4952e-05,0.000494667,0.00534724
81,0.00755211,8.21915e-05,9.1997e-05,4.27547e-05,1.46407e-05,0.000485488,0.00529192
82,0.00740208,8.08402e-05,9.03648e-05,4.17589e-05,1.4312e-05,0.000476074,0.00522252
83,0.00725619,7.95483e-05,8.8785e-05,4.07305e-05,1.39677e-05,0.000466536,0.00514969
84,0.0071088,7.8287e-05,8.72313e-05,3.97157e-05,1.36129e-05,0.000456749,0.00507004
85,0.0069698,7.70939e-05,8.57402e-05,3.8591e-05,1.32586e-05,0.000447718,0.00498945
86,0.00683502,7.58431e-05,8.42199e-05,3.7603e-05,1.29177e-05,0.000438647,0.00490765
87,0.00670572,7.46548e-05,8.27818e-05,3.66444e-05,1.25841e-05,0.000429743,0.00482291
88,0.00659039,7.34926e-05,8.1395e-05,3.56931e-05,1.2261e-05,0.00042071,0.00473524
89,0.00647868,7.23861e-05,8.00307e-05,3.47529e-05,1.19397e-05,0.000411024,0.00464357
90,0.00636754,7.13297e-05,7.87462e-05,3.37619e-05,1.16397e-05,0.000402299,0.00456099
91,0.00626092,7.01506e-05,7.73777e-05,3.30474e-05,1.13294e-05,0.000393079,0.00447307
92,0.00616455,6.91913e-05,7.62351e-05,3.20096e-05,1.10241e-05,0.000385072,0.00438991
93,0.00606694,6.81014e-05,7.4978e-05,3.11939e-05,1.0724e-05,0.00037717,0.00431187
94,0.0059613,6.70762e-05,7.38103e-05,3.04732e-05,1.04264e-05,0.000369631,0.00423213
95,0.00586091,6.60859e-05,7.26808e-05,2.96565e-05,1.01322e-05,0.000361926,0.00415201
96,0.00576233,6.50762e-05,7.15483e-05,2.89173e-05,9.84432e-06,0.000353528,0.00407459
97,0.00566775,6.41414e-05,7.04978e-05,2.81477e-05,9.57898e-06,0.000346088,0.00400718
98,0.00557189,6.31164e-05,6.9382e-05,2.75756e-05,9.31429e-06,0.00033732,0.00393494
99,0.00548239,6.22282e-05,6.84016e-05,2.67664e-05,9.0572e-06,0.000329799,0.00386697
100,0.00539599,6.12693e-05,6.73469e-05,2.60816e-05,8.8093e-06,0.000322708,0.00380964
101,0.00530746,6.03336e-05,6.63234e-05,2.54664e-05,8.5669e-06,0.000315687,0.00376074
102,0.00521481,5.94552e-05,6.53444e-05,2.47863e-05,8.34351e-06,0.000309835,0.00371612
103,0.00512136,5.85175e-05,6.4306e-05,2.42609e-05,8.12279e-06,0.000303455,0.00366823
104,0.005033,5.76652e-05,6.3347e-05,2.36394e-05,7.90583e-06,0.000296892,0.00361785
105,0.00494385,5.676e-05,6.23582e-05,2.30747e-05,7.69697e-06,0.000291144,0.00357004
106,0.00486376,5.58931e-05,6.14147e-05,2.25103e-05,7.49689e-06,0.00028537,0.00352412
107,0.00479063,5.50394e-05,6.04794e-05,2.19685e-05,7.30126e-06,0.000279749,0.003485
108,0.00472007,5.42452e-05,5.9595e-05,2.14201e-05,7.12062e-06,0.000275281,0.00345819
109,0.00464692,5.34077e-05,5.86728e-05,2.09503e-05,6.94926e-06,0.000270877,0.00343638
110,0.00457521,5.2615e-05,5.78146e-05,2.0492e-05,6.78605e-06,0.000267037,0.00341206
111,0.00450813,5.18454e-05,5.69799e-05,2.00248e-05,6.63088e-06,0.000263275,0.00338613
112,0.00444379,5.10757e-05,5.61403e-05,1.9586e-05,6.48949e-06,0.000259431,0.00335791
113,0.00437546,5.03007e-05,5.52936e-05,1.921e-05,6.34747e-06,0.000255581,0.00332718
114,0.00431163,4.95837e-05,5.45113e-05,1.87891e-05,6.21661e-06,0.000251845,0.00329321
115,0.00424464,4.8808e-05,5.36784e-05,1.84509e-05,6.08688e-06,0.000247688,0.00325597
116,0.00417879,4.81133e-05,5.29207e-05,1.80755e-05,5.95872e-06,0.000243611,0.00321615
117,0.00411508,4.74091e-05,5.21418e-05,1.77065e-05,5.83587e-06,0.00023985,0.00317746
118,0.00405083,4.67008e-05,5.13542e-05,1.74002e-05,5.71909e-06,0.000235982,0.00314042
119,0.0039908,4.60356e-05,5.06109e-05,1.70605e-05,5.62043e-06,0.000232802,0.0031021
120,0.00392983,4.52989e-05,4.9813e-05,1.68848e-05,5.51739e-06,0.000229288,0.00306175
121,0.00387092,4.46605e-05,4.91183e-05,1.65378e-05,5.40546e-06,0.000225784,0.00302274
122,0.00381886,4.40364e-05,4.84225e-05,1.6149e-05,5.30631e-06,0.000222878,0.00299291
123,0.00376308,4.33583e-05,4.76782e-05,1.58623e-05,5.21207e-06,0.000220171,0.00296978
124,0.00370828,4.27588e-05,4.7016e-05,1.5583e-05,5.12863e-06,0.000217827,0.00294834
125,0.00365234,4.21086e-05,4.63137e-05,1.53845e-05,5.04374e-06,0.000215146,0.00292677
126,0.0036002,4.15298e-05,4.5687e-05,1.51023e-05,4.96031e-06,0.00021239,0.00290302
127,0.00355232,4.09404e-05,4.50417e-05,1.48308e-05,4.88521e-06,0.000209889,0.0028796
128,0.00350163,4.03377e-05,4.43899e-05,1.46291e-05,4.81319e-06,0.000207344,0.0028542
129,0.00345235,3.97674e-05,4.37704e-05,1.44211e-05,4.73627e-06,0.000204824,0.00282672
130,0.00340783,3.92392e-05,4.31822e-05,1.41476e-05,4.66527e-06,0.000202357,0.00280003
131,0.00336241,3.86661e-05,4.25544e-05,1.39428e-05,4.59484e-06,0.000199796,0.00277627
132,0.00331645,3.81356e-05,4.19728e-05,1.37295e-05,4.5268e-06,0.000197387,0.00275317
133,0.00327385,3.76217e-05,4.14108e-05,1.35068e-05,4.46636e-06,0.000195086,0.00272793
134,0.00323052,3.70689e-05,4.08086e-05,1.33452e-05,4.40249e-06,0.000192632,0.00269987
135,0.00318817,3.65819e-05,4.02721e-05,1.31312e-05,4.34499e-06,0.000190332,0.00266808
136,0.00314669,3.60498e-05,3.96886e-05,1.29739e-05,4.2829e-06,0.000187912,0.00263294
137,0.00310782,3.55672e-05,3.91538e-05,1.27591e-05,4.22573e-06,0.000185856,0.0025951
138,0.00306695,3.5046e-05,3.85828e-05,1.26055e-05,4.16734e-06,0.000183375,0.00255613
139,0.00302558,3.45559e-05,3.80473e-05,1.24432e-05,4.11318e-06,0.000180865,0.00251387
140,0.00298367,3.40485e-05,3.74989e-05,1.23227e-05,4.04964e-06,0.00017797,0.00247051
141,0.0029446,3.36083e-05,3.70136e-05,1.20566e-05,3.99088e-06,0.000175418,0.00242915
142,0.00290599,3.31107e-05,3.6468e-05,1.18883e-05,3.93238e-06,0.000172994,0.00239532
143,0.00286764,3.26679e-05,3.59825e-05,1.17089e-05,3.87489e-06,0.000170786,0.00236647
144,0.00282826,3.22191e-05,3.54905e-05,1.1541e-05,3.82009e-06,0.000168374,0.00234007
145,0.00278843,3.17724e-05,3.50001e-05,1.13861e-05,3.76474e-06,0.000166027,0.00231422
146,0.00275194,3.13377e-05,3.45211e-05,1.12226e-05,3.70822e-06,0.000163717,0.0022886
147,0.00271588,3.09157e-05,3.40529e-05,1.10487e-05,3.65232e-06,0.000161494,0.00226371
148,0.00268296,3.04988e-05,3.35929e-05,1.08796e-05,3.59848e-06,0.000159437,0.00223975
149,0.00264863,3.00796e-05,3.31371e-05,1.07241e-05,3.54642e-06,0.000157481,0.00221622
150,0.00261287,2.96678e-05,3.269e-05,1.05806e-05,3.49532e-06,0.000155424,0.00219185
151,0.00257808,2.92653e-05,3.22536e-05,1.04305e-05,3.44985e-06,0.000153377,0.00216528
152,0.00254168,2.8829e-05,3.17852e-05,1.03341e-05,3.39997e-06,0.000151179,0.0021371
153,0.00250849,2.84439e-05,3.13713e-05,1.01516e-05,3.35124e-06,0.00014914,0.00211009
154,0.00247717,2.80415e-05,3.09323e-05,9.99823e-06,3.30334e-06,0.00014712,0.00208595
155,0.00244247,2.76512e-05,3.05037e-05,9.85971e-06,3.25486e-06,0.000145301,0.00206471
156,0.00240936,2.72863e-05,3.00973e-05,9.71526e-06,3.20902e-06,0.000143528,0.00204435
157,0.00237638,2.69075e-05,2.96791e-05,9.58532e-06,3.16683e-06,0.00014179,0.00202278
158,0.0023435,2.65241e-05,2.92616e-05,9.48231e-06,3.12208e-06,0.000139985,0.00199875
159,0.00231235,2.61684e-05,2.88721e-05,9.34081e-06,3.0834e-06,0.000138178,0.00197093
160,0.00227998,2.5767e-05,2.84356e-05,9.26417e-06,3.03635e-06,0.000135997,0.00194302
161,0.00225033,2.54441e-05,2.80769e-05,9.07625e-06,2.99725e-06,0.000134027,0.0019152
162,0.00221961,2.50485e-05,2.76402e-05,8.98541e-06,2.95517e-06,0.000132101,0.00188923
163,0.0021896,2.47194e-05,2.72716e-05,8.84928e-06,2.91206e-06,0.000130316,0.00186407
164,0.00216156,2.43792e-05,2.68899e-05,8.71316e-06,2.87385e-06,0.000128562,0.00183925
165,0.00213161,2.40222e-05,2.64969e-05,8.62038e-06,2.83227e-06,0.00012665,0.00181566
166,0.0021038,2.37086e-05,2.61471e-05,8.47843e-06,2.79353e-06,0.000124784,0.00179107
167,0.00207595,2.3364e-05,2.57645e-05,8.37442e-06,2.7521e-06,0.000123028,0.00176766
168,0.00204846,2.30584e-05,2.54225e-05,8.23916e-06,2.71569e-06,0.000121504,0.00174461
169,0.0020196,2.27121e-05,2.50435e-05,8.15578e-06,2.67865e-06,0.000119823,0.00172186
170,0.00199091,2.24045e-05,2.47026e-05,8.03471e-06,2.6385e-06,0.000118135,0.00169937
171,0.00196538,2.21012e-05,2.43621e-05,7.89668e-06,2.60579e-06,0.000116634,0.00167809
172,0.00193796,2.17549e-05,2.39865e-05,7.84992e-06,2.56661e-06,0.00011481,0.00165586
173,0.00191254,2.1484e-05,2.36845e-05,7.68365e-06,2.53e-06,0.000113187,0.00163345
174,0.00188832,2.11664e-05,2.33327e-05,7.5792e-06,2.4946e-06,0.000111616,0.00161242
175,0.00186269,2.08721e-05,2.30084e-05,7.47717e-06,2.45863e-06,0.000110072,0.00159157
176,0.0018382,2.05836e-05,2.26866e-05,7.36709e-06,2.42305e-06,0.000108515,0.00157144
177,0.00181387,2.03027e-05,2.23733e-05,7.25352e-06,2.38835e-06,0.000106947,0.00155225
178,0.00179027,2.00195e-05,2.20575e-05,7.14857e-06,2.35175e-06,0.00010548,0.00153442
179,0.00176746,1.9751e-05,2.17575e-05,7.03119e-06,2.32007e-06,0.000104066,0.00151732
180,0.00174149,1.94621e-05,2.14407e-05,6.94854e-06,2.28789e-06,0.000102597,0.00149871
181,0.00171598,1.91956e-05,2.11479e-05,6.85456e-06,2.25458e-06,0.00010108,0.00147791
182,0.00169296,1.89325e-05,2.08556e-05,6.74225e-06,2.22283e-06,9.96083e-05,0.0014566
183,0.00167048,1.8662e-05,2.05577e-05,6.64783e-06,2.19187e-06,9.81204e-05,0.00143538
184,0.00164798,1.84042e-05,2.02724e-05,6.55122e-06,2.15808e-06,9.66266e-05,0.00141503
185,0.00162727,1.81676e-05,2.00063e-05,6.43876e-06,2.1306e-06,9.51758e-05,0.00139528
186,0.00160322,1.78836e-05,1.96966e-05,6.3872e-06,2.10101e-06,9.36755e-05,0.00137513
187,0.00158044,1.76488e-05,1.94391e-05,6.28548e-06,2.07047e-06,9.22126e-05,0.00135318
188,0.00155814,1.73975e-05,1.91612e-05,6.18725e-06,2.04232e-06,9.07723e-05,0.00133062
189,0.00153615,1.71425e-05,1.88821e-05,6.11571e-06,2.01113e-06,8.93292e-05,0.00130848
190,0.0015151,1.69169e-05,1.863e-05,6.00092e-06,1.9811e-06,8.80382e-05,0.00128707
191,0.00149432,1.66718e-05,1.83577e-05,5.9153e-06,1.94974e-06,8.67078e-05,0.00126759
192,0.00147427,1.64533e-05,1.81137e-05,5.81641e-06,1.92182e-06,8.54147e-05,0.00124904
193,0.00145309,1.62122e-05,1.78506e-05,5.74704e-06,1.89483e-06,8.40995e-05,0.00123031
194,0.00143147,1.5989e-05,1.76054e-05,5.67781e-06,1.86787e-06,8.26999e-05,0.00120998
195,0.00141211,1.5767e-05,1.73613e-05,5.59023e-06,1.83953e-06,8.13376e-05,0.00118909
196,0.00139338,1.55508e-05,1.71214e-05,5.49653e-06,1.81327e-06,8.00908e-05,0.00116908
197,0.00137349,1.5323e-05,1.68717e-05,5.43227e-06,1.78523e-06,7.88635e-05,0.00115069
198,0.00135462,1.51256e-05,1.66509e-05,5.33425e-06,1.75886e-06,7.76937e-05,0.00113354
199,0.00133604,1.49098e-05,1.64118e-05,5.25871e-06,1.72978e-06,7.6524e-05,0.0011185
200,0.0013192,1.4725e-05,1.6203e-05,5.16763e-06,1.70315e-06,7.54725e-05,0.00110571
201,0.00130182,1.45193e-05,1.59742e-05,5.09169e-06,1.6778e-06,7.4422e-05,0.0010942
202,0.00128347,1.43268e-05,1.57615e-05,5.02152e-06,1.65304e-06,7.34296e-05,0.00108272
203,0.00126486,1.41352e-05,1.55495e-05,4.94989e-06,1.62887e-06,7.23749e-05,0.00106958
204,0.00124705,1.39456e-05,1.53384e-05,4.87815e-06,1.60623e-06,7.13413e-05,0.001055
205,0.00122915,1.37491e-05,1.51212e-05,4.81651e-06,1.58383e-06,7.02904e-05,0.00103939
206,0.00121165,1.35612e-05,1.49143e-05,4.74692e-06,1.56156e-06,6.92211e-05,0.00102374
207,0.00119494,1.3374e-05,1.47068e-05,4.67819e-06,1.53981e-06,6.81844e-05,0.00100827
208,0.00117818,1.31859e-05,1.44974e-05,4.61584e-06,1.51768e-06,6.71763e-05,0.000992992
209,0.00116151,1.30031e-05,1.42939e-05,4.54828e-06,1.49539e-06,6.61857e-05,0.000978243
210,0.00114577,1.28272e-05,1.40972e-05,4.47544e-06,1.47387e-06,6.52398e-05,0.000964363
211,0.00113019,1.26493e-05,1.38992e-05,4.41053e-06,1.45227e-06,6.42791e-05,0.000951473
212,0.00111499,1.24766e-05,1.37072e-05,4.3414e-06,1.43132e-06,6.33554e-05,0.000939093
213,0.0010991,1.23015e-05,1.35152e-05,4.28467e-06,1.41192e-06,6.24241e-05,0.00092642
214,0.00108303,1.21277e-05,1.33258e-05,4.23506e-06,1.39252e-06,6.14743e-05,0.000912681
215,0.00106767,1.19612e-05,1.31423e-05,4.17159e-06,1.37349e-06,6.05347e-05,0.000899377
216,0.00105216,1.17911e-05,1.2955e-05,4.11051e-06,1.35448e-06,5.96245e-05,0.000886556
217,0.00103754,1.16253e-05,1.27712e-05,4.04983e-06,1.33626e-06,5.87798e-05,0.000873914
218,0.00102267,1.14593e-05,1.25878e-05,3.99726e-06,1.31526e-06,5.79478e-05,0.000862196
219,0.00100926,1.13164e-05,1.2424e-05,3.91739e-06,1.29685e-06,5.72142e-05,0.000851084
220,0.000994958,1.11454e-05,1.22341e-05,3.868e-06,1.27694e-06,5.64436e-05,0.000840507
221,0.000981343,1.10071e-05,1.20772e-05,3.80197e-06,1.25888e-06,5.567e-05,0.000829718
222,0.000967035,1.08467e-05,1.19011e-05,3.7539e-06,1.24111e-06,5.48435e-05,0.000818836
223,0.000953121,1.07027e-05,1.17401e-05,3.6988e-06,1.22334e-06,5.40317e-05,0.000807273
224,0.000939617,1.05541e-05,1.15744e-05,3.64555e-06,1.20621e-06,5.32429e-05,0.000794916
225,0.000926393,1.04067e-05,1.14111e-05,3.59623e-06,1.18925e-06,5.2415e-05,0.000782125
226,0.000913479,1.02638e-05,1.12527e-05,3.54244e-06,1.17236e-06,5.1587e-05,0.000769305
227,0.000901042,1.01214e-05,1.10958e-05,3.49036e-06,1.15554e-06,5.07755e-05,0.000757073
228,0.000888938,9.98305e-06,1.09424e-05,3.43816e-06,1.13953e-06,4.99816e-05,0.000745249
229,0.000876377,9.84046e-06,1.07858e-05,3.3946e-06,1.12323e-06,4.91736e-05,0.000733292
230,0.000864042,9.7045e-06,1.06361e-05,3.34696e-06,1.10692e-06,4.83808e-05,0.000721288
231,0.000851948,9.56832e-06,1.04857e-05,3.29796e-06,1.08967e-06,4.75981e-05,0.00071009
232,0.000840511,9.44207e-06,1.03441e-05,3.24017e-06,1.07443e-06,4.6885e-05,0.000699602
233,0.000828447,9.29993e-06,1.01889e-05,3.20385e-06,1.05826e-06,4.61622e-05,0.00068952
234,0.000816584,9.17786e-06,1.0053e-05,3.14995e-06,1.04262e-06,4.54987e-05,0.000679243
235,0.000805099,9.04651e-06,9.90762e-06,3.10429e-06,1.02691e-06,4.48182e-05,0.000669029
236,0.00079372,8.92173e-06,9.76906e-06,3.05774e-06,1.01159e-06,4.41529e-05,0.000659082
237,0.000782767,8.79667e-06,9.63042e-06,3.0121e-06,9.97318e-07,4.35348e-05,0.000649736
